,text,date,channel_FedRussianInsiders,channel_TechCryptoAnalyst,channel_Whalesguide,channel_binancekillers,channel_cryptoclubpump,channel_wallstreetqueenofficial,sentiment,sentiment_score,year,week,day
45,"VIP MARKET UPDATE: $BTC  It is currently trading below the ascending trendline but remains above the horizontal support. A significant struggle is evident between bulls and bears at this pivotal juncture. The confirmation of a bullish momentum resurgence in the market would be signaled by a reclaiming of the trendline support. Conversely, if there is a breakdown and subsequent retest of the horizontal support, it would serve as a clear indication of a potential downward movement.  - Binance Killers",2024-01-15,0.0,0.0,0.0,1.0,0.0,0.0,neutral,0,2024,3,0
46,"**January 16, 2024  MARKET ANALYSIS:** Market Cap: $1.68 Trillion 24h Volume: $54 Billion BTC Dominance: 49.8% ETH Dominance: 18% BK Health Standard: 4.7 (1 to 10) BK Sentiment: 38% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. KLAY: +27% 2. XAI: +25% 3. MAV: +20% **Top Losers** 1. T: -20% 2. SYN: -8.5% 3. JTO: -7.5% ** BINANCE FUTURES: Top Gainers** 1. KLAYUSDT: +28% 2. XAIUSDT: +26% **Top Losers** 1. TUUSDT: -20% 2. SUIUSDT: -8% **LARGEST VOLUME (24h)** 1. BTC/USDT ($20.77B) 2. ETH/USDT ($8.62B) **DAILY OUTLOOK** KLAY, XAI, and MAV have emerged as the top performers in the current market trend. Meanwhile, BTC is currently experiencing a consolidation phase, trading within a narrow range. The dominance of BTC in the market (BTC.D) is on a downward trend, suggesting a potential bullish momentum in alternative cryptocurrencies (Alts). This shift in BTC dominance could be indicative of a broader market movement favoring alternative digital assets.  - Binance Killers",2024-01-16,0.0,0.0,0.0,1.0,0.0,0.0,positive,1,2024,3,1
47,"VIP MARKET UPDATE: $BTC   Having adeptly anticipated every upward surge in BTC, we've reaped substantial gains during this bullish phase. However, the current juncture presents a formidable challenge for the bulls  breaking through the well-defined horizontal resistance. The confirmation of a robust bull run hinges on surmounting this marked barrier, requiring strategic analysis and precision in navigating the evolving market dynamics.  - Binance Killers",2024-01-16,0.0,0.0,0.0,1.0,0.0,0.0,positive,1,2024,3,1
48,"**January 17, 2024  MARKET ANALYSIS:** Market Cap: $1.68 Trillion 24h Volume: $57.71 Billion BTC Dominance: 49.7% ETH Dominance: 18.2% BK Health Standard: 4.3 (1 to 10) BK Sentiment: 26% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. SANTOS: +25% 2. TRB: +22% 3. VANRY: +20% **Top Losers** 1. XAI: -8.5% 2. AI: -7.5% 3. PROM: -6.5% ** BINANCE FUTURES: Top Gainers** 1. TRBUSDT: +22% 2. PENDLEUSDT: +19% **Top Losers** 1. XAIUSDT: -8.5% 2. AIUSDT: -7.5% **LARGEST VOLUME (24h)** 1. BTC/USDT ($23907m) 2. ETH/USDT ($11288m) ** DAILY OUTLOOK** SANTOS, TRB, and VANRY have emerged as the leading gainers in the current market landscape. Meanwhile, BTC finds itself in a consolidation phase, displaying a lack of clear direction in the short term. It is noteworthy that a formation of a higher low appears imminent, setting the stage for the potential commencement of a substantial bullish rally in the market.  - Binance Killers",2024-01-17,0.0,0.0,0.0,1.0,0.0,0.0,positive,1,2024,3,2
49,"VIP MARKET UPDATE: $BTC  It has formed a bullish shark pattern and now trading above its first potential reversal zone. A bounce is expected in the market as long it is trading above the 1st PRZ. If it breaks down the 1st PRZ with a retest below it, that would be a sign of liquidity grab and we'll see a good reversal from the 2nd PRZ.  - Binance Killers",2024-01-17,0.0,0.0,0.0,1.0,0.0,0.0,positive,1,2024,3,2
50,JUST IN: #Bitcoin ETFs have taken $782m in new funds in just 3 days - Bloomberg's #EricBalchunas  - Binance Killers,2024-01-17,0.0,0.0,0.0,1.0,0.0,0.0,positive,1,2024,3,2
51,"**January 18, 2024  MARKET ANALYSIS:** Market Cap: $1.69 Trillion 24h Volume: $54.92 Billion BTC Dominance: 49.8% ETH Dominance: 18.1% BK Health Standard: 3.9 (1 to 10) BK Sentiment: 26% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. GAS: +24% 2. FUN: +13% 3. MEME: +12.5% **Top Losers** 1. AUCTION: -9.5% 2. RUNE: -9.25% 3. VANRY: -8.75% **BINANCE FUTURES: Top Gainers** 1. GASUSDT: +23% 2. MEMEUSDT: +13% **Top Losers** 1. AUCTIONUSDT: -9.5% 2. RUNEUSDT: -9% **LARGEST VOLUME (24h)** 1. BTC/USDT ($23900m) 2. ETH/USDT ($11300m) **DAILY OUTLOOK** GAS, FUN, and MEME have emerged as the standout performers in the current market landscape. BTC is currently navigating within a tight trading range, exhibiting signs of a potential bullish breakout that could pave the way for another significant rally. The BTC.D chart, however, is displaying bearish signals, suggesting that a downward movement in BTC.D would be a favorable indicator for Alts.  - Binance Killers",2024-01-18,0.0,0.0,0.0,1.0,0.0,0.0,positive,1,2024,3,3
52,"VIP MARKET UPDATE: $BTC  The current market analysis suggests that it is currently confined within the boundaries of an ascending triangle when observed in shorter time frames. In the event of a breakdown below the ascending triangle, the indication is that a retest of the first Potential Reversal Zone (PRZ) is likely. Further, if this breakdown extends beyond the first PRZ, it may find support and bounce back from the second PRZ. It's important to note that the most robust bullish confirmation in this scenario would be a breakout followed by a retest of the ascending triangle. This would signal a potential upward movement, providing traders and investors with a stronger indication of bullish momentum in the market.  - Binance Killers",2024-01-18,0.0,0.0,0.0,1.0,0.0,0.0,positive,1,2024,3,3
53,"VIP MARKET UPDATE: $BTC  It perfcetly dumped after the breakdown of the ascending triangle and now it is holding around the 2nd PRZ, which is a crucial zone for bulls to defend.  - Binance Killers",2024-01-18,0.0,0.0,0.0,1.0,0.0,0.0,negative,-1,2024,3,3
54,SIGNAL ID: #1341 **COIN: ****$BTC****/USDT (3-5x)** Direction: SHORT  Target 1: 42740 Target 2: 42300 Target 3: 41700 Target 4: 41000 61.6% Profit (10X) Our VIPs know exactly what to do to maximize profits. Book your seat now and never miss another move! Message: t.me/BKCEO  - Binance Killers,2024-01-19,0.0,0.0,0.0,1.0,0.0,0.0,negative,-1,2024,3,4
55,"**January 19, 2024  MARKET ANALYSIS:** Market Cap.: $1.63 Trillion 24h Volume: $65.57 Billion BTC Dominance: 49.7% ETH Dominance: 18.2% BK Health Standard: 3 (1 to 10) BK Sentiment: 2.1% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. MANTA: +4277% 2. UMA: +74% 3. RAD: +13.5% **Top Losers** 1. MAV: -18% 2. MEME: -17.5% 3. KMD: -17% **BINANCE FUTURES: Top Gainers** 1. UMAUSDT: +67% 2. RADUSDT: +12% **Top Losers** 1. WIFUSDT: -20% 2. MEMEUSDT: -18% **LARGEST VOLUME (24h)** 1. BTC/USDT ($27B) 2. ETH/USDT ($12B) **DAILY OUTLOOK** MANTA, UMA, and RAD have emerged as the standout performers in the current market landscape. BTC is currently in the process of establishing a higher low, indicating a potentially positive trend. Corrections, viewed as healthy for the overall market, are unfolding. It's noteworthy that there exists an unfilled gap on the CME chart, situated around the $40,000 mark. Anticipating a robust market reversal, especially when BTC undergoes a notable upswing, altcoins are poised to exhibit substantial momentum. However, in the short term, a cautious approach is warranted due to the prevailing uncertainty in the market conditions. Staying vigilant during this period is crucial as we await further developments.  - Binance Killers",2024-01-19,0.0,0.0,0.0,1.0,0.0,0.0,positive,1,2024,3,4
56,"VIP MARKET UPDATE: $BTC  It has recently experienced a modest rebound, characterized by a subdued trading volume, rebounding from a historical low and currently residing below the first Potential Reversal Zone (PRZ). The second PRZ remains unfilled, and there is an outstanding gap in the CME (Chicago Mercantile Exchange). A crucial signal for a potential shift in market sentiment would be reclaiming the first PRZ. Such a development could indicate the resurgence of bullish momentum in the market. On the contrary, a rejection at this level might suggest a trajectory toward filling the CME gap and reaching the second PRZ, from where a substantial reversal is anticipated.  - Binance Killers",2024-01-19,0.0,0.0,0.0,1.0,0.0,0.0,positive,1,2024,3,4
57,"**January 20, 2024  MARKET ANALYSIS:** Market Cap: $1.64 Trillion 24h Volume: $59.75 Billion BTC Dominance: 49.8% ETH Dominance: 18.2% BK Health Standard: 4.7 (1 to 10) BK Sentiment: 29% (-100% to 100%) ** BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. API3: +67% 2. UMA: +29% 3. PROS: +21% **Top Losers** 1. STRAX: -14% 2. XEM: -13.5% 3. AUCTION: -8.5% ** BINANCE FUTURES: Top Gainers** 1. API3USDT: +61% 2. UMAUSDT: +42% **Top Losers** 1. STRAXUSDT: -14% 2. XEMUSDT: -13% **LARGEST VOLUME (24h)** 1. BTC/USDT ($23.88B) 2. ETH/USDT ($10.54B) **DAILY OUTLOOK** API3, UMA, and PROS have emerged as the leading gainers in the market. BTC experienced a rebound after triggering stops below the previous low, accompanied by a significant surge in trading volume. However, it's noteworthy that the CME gap remains unfilled, introducing an element of uncertainty. The potential for a continuation of the bullish momentum exists, either directly from the current levels or following the filling of the CME gap. It is advisable to exercise caution until the market exhibits a clear and decisive direction. Stay vigilant and monitor developments closely before making any significant moves in this dynamic market environment.  - Binance Killers",2024-01-20,0.0,0.0,0.0,1.0,0.0,0.0,positive,1,2024,3,5
58,"VIP MARKET UPDATE: $BTC  It has executed a flawless rebound from the second Potential Reversal Zone (PRZ), now comfortably surpassing the previous low level. A breakout retest of the trendline would serve as a bullish indication. In the event of a retracement, there is a possibility that it will fully retrace to completely fill the second PRZ zone.  - Binance Killers",2024-01-20,0.0,0.0,0.0,1.0,0.0,0.0,positive,1,2024,3,5
59,"January 21, 2024  MARKET ANALYSIS: Market Cap: $1.64 Trillion 24h Volume: $33.08 Billion BTC Dominance: 49.7% ETH Dominance: 18.1% BK Health Standard: 4.5 (1 to 10) BK Sentiment: 29% (-100% to 100%) ** BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. MOB: +46% 2. XEM: +22% 3. SANTOS: +19% **Top Losers** 1. BLUR: -5.5% 2. AR: -5.2% 3. LINK: -5% ** BINANCE FUTURES: Top Gainers** 1. XEMUSDT: +22% 2. PYTHUSDT: +13%** Top Losers** 1. WIFUSDT: -11% 2. ARUSDT: -5% **LARGEST VOLUME (24h)** 1. BTC/USDT ($10571m) 2. ETH/USDT ($4944m) **DAILY OUTLOOK** MOB, XEM, and SANTOS have emerged as the leading gainers in the current market landscape. BTC, demonstrating resilience, has entered a consolidation phase following a modest bullish uptick. A potential rebound is on the horizon if the bulls can secure a strong close above the $42,000 mark. Presently, market sentiment is characterized by indecision, requiring us to remain vigilant during this transitional period. It is noteworthy that BTC dominance (BTC.D) may experience a decline, signaling the possibility of robust bullish rallies in alternative cryptocurrencies (Alts). Keeping a close eye on these market dynamics will be crucial for navigating potential opportunities and risks in the evolving landscape.  - Binance Killers",2024-01-21,0.0,0.0,0.0,1.0,0.0,0.0,positive,1,2024,3,6
60,"VIP MARKET UPDATE: $BTC  The current scenario depicts a breakout beyond the trendline accompanied by relatively low trading volume. An encouraging signal for a potential upward trajectory would be a strong candle close or a successful retest above the trendline. It is crucial to observe how the market reacts during this retest; a failure to establish support could signal a potential downward move, possibly resulting in another lower low before a substantive bullish rally materializes. Monitoring subsequent price action and confirming the sustainability of the breakout is essential for making informed trading decisions.  - Binance Killers",2024-01-21,0.0,0.0,0.0,1.0,0.0,0.0,neutral,0,2024,3,6
61,"**January 22, 2024  MARKET ANALYSIS:** Market Cap: $1.61 Trillion 24h Volume: $35.05 Billion BTC Dominance: 49.8% ETH Dominance: 18% BK Health Standard: 3.2 (1 to 10) BK Sentiment: 17% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. OM: +70% 2. CTSI: +25% 3. VIDT: +13% **Top Losers** 1. MOB: -24% 2. API3: -13% 3. SANTOS: -11% **BINANCE FUTURES: Top Gainers** 1. CTSIUSDT: +24% 2. LRCUSDT: +7% **Top Losers** 1. WIFUSDT: -16% 2. API3USDT: -12% **LARGEST VOLUME (24h)** 1. BTC/USDT ($14200m) 2. ETH/USDT ($6700m) **DAILY OUTLOOK** OM, CTSI, and VIDT have emerged as the top performers in the current market scenario. However, there are indications of short-term weakness in BTC. The lingering possibility of an unfilled CME gap suggests the potential for a lower low before the anticipated bullish wave in the market. It's crucial to stay vigilant and monitor these developments closely.  - Binance Killers",2024-01-22,0.0,0.0,0.0,1.0,0.0,0.0,negative,-1,2024,4,0
62,"VIP MARKET UPDATE: $BTC  The market has once again experienced a retracement, likely attributed to insufficient volume supporting a robust bullish move. Currently, it is heading towards the designated 2nd Potential Reversal Zone (PRZ), coinciding with the presence of a CME gap. For a clear market direction, careful observation of price action at this juncture is imperative. Monitoring how the market behaves in this zone will provide valuable insights for making informed decisions.  - Binance Killers",2024-01-22,0.0,0.0,0.0,1.0,0.0,0.0,neutral,0,2024,4,0
63,VIP MARKET UPDATE: $BTC  BTC is filling the CME gap as explained and now it's important to watch the reaction here.  - Binance Killers,2024-01-22,0.0,0.0,0.0,1.0,0.0,0.0,positive,1,2024,4,0
64,SIGNAL ID: #1341 **COIN: ****$BTC****/USDT (5-10X)** Direction: SHORT  Target 1: 42740 Target 2: 42300 Target 3: 41700 Target 4: 41000 Target 5: 40000 79.4% Profit (10X) Our VIPs know exactly what to do to maximize profits. Book your seat now and never miss another move! Message: t.me/BKCEO  - Binance Killers,2024-01-23,0.0,0.0,0.0,1.0,0.0,0.0,negative,-1,2024,4,1
65,"**January 23, 2024  MARKET ANALYSIS:** Market Cap: $1.58 Trillion 24h Volume: $67.51 Billion BTC Dominance: 49.8% ETH Dominance: 17.9% BK Health Standard: 4 (1 to 10) BK Sentiment: 18% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. MAV: +20% 2. UMA: +13% 3. DEGO: +10% **Top Losers** 1. PENDLE: -16% 2. BLZ: -15% 3. AGLD: -13.5% **BINANCE FUTURES: Top Gainers** 1. MAVUSDT: +20% 2. UMAUSDT: +13.5% **Top Losers** 1. PENDLEUSDT: -16% 2. BLZUSDT: -15% **LARGEST VOLUME (24h)** 1. BTC/USDT ($29700m) 2. ETH/USDT ($13300m) **DAILY OUTLOOK** MAV, UMA, and DEGO emerge as the leading gainers in the current market scenario. BTC has adeptly filled the CME gap, aligning with our earlier warnings regarding market vulnerability. Despite a noteworthy resurgence, the market lacks sufficient volume to signal a robust recovery. Vigilance is paramount as we closely monitor price action for a clearer understanding of market dynamics.  - Binance Killers",2024-01-23,0.0,0.0,0.0,1.0,0.0,0.0,neutral,0,2024,4,1
66,"VIP MARKET UPDATE: $BTC  The price has breached the critical horizontal and trendline supports, indicating a downward trajectory towards the lower designated horizontal support. It is imperative to closely monitor any potential reactions at this marked horizontal support level. The pivotal factor for a bullish reversal lies in the successful reclamation of this horizontal support. Careful observation and analysis at this juncture will be crucial in determining the market's direction and potential opportunities.  - Binance Killers",2024-01-23,0.0,0.0,0.0,1.0,0.0,0.0,negative,-1,2024,4,1
67,"**January 24, 2024  MARKET ANALYSIS:** Market Cap: $1.56 Trillion 24h Volume: $74.53 Billion BTC Dominance: 50.4% ETH Dominance: 17.3% BK Health Standard: 4 (1 to 10) BK Sentiment: 26% (-100% to 100%)  **BINANCE ANALYSIS (USDT pairs): Top Gainers** 1. MULTI: +78% 2. SYN: +30% 3. XEM: +23% **Top Losers** 1. CTSI: -12% 2. UMA: -11% 3. ORDI: -10.5% **BINANCE FUTURES: Top Gainers** 1. WIFUSDT: +34% 2. XEMUSDT: +23% **Top Losers** 1. CTSIUSDT: -11.5% 2. ORDIUSDT: -10% **LARGEST VOLUME (24h)** 1. BTC/USDT ($30.72B) 2. ETH/USDT ($16.60B) **DAILY OUTLOOK** MULTI, SYN, and XEM have emerged as the leading gainers in the current market scenario. While BTC is striving to regain momentum, the overall market is experiencing relatively low trading volume. The pivotal point for a bullish resurgence appears to be the reclaiming of the $41,000 mark. A successful breach of this level would serve as a definitive signal for renewed bullish sentiment. However, failure to reach this milestone may lead to continued market correction. Investors are closely monitoring these developments to gauge the future trajectory of the market.  - Binance Killers",2024-01-24,0.0,0.0,0.0,1.0,0.0,0.0,positive,1,2024,4,2
